Name,Level,OverallScore,Club,Decisions,Composure,First Touch,Tempo,Leadership,Communication,Drive,Discipline,Guile,Vision,Movement,Balance,Carries,Flair,Skills,Takeons,Close,Long Shots,Penalty,Set Piece,Pass Accuracy,Cross,Pass Range,Through,Intensity,Pressing,Recovery,Stamina,Bravery,Blocking,Marking,Tackling,Anticipation,Awareness,Concentration,Positioning,Aerial Duels,Coordination,Heading,Jumping,Acceleration,Agility,Pace,Reactions,Aggression,Duels,Hold Up,Throwing,TechnicalScore,MentalScore,PhysicalScore,TacticalScore
Leandro Trossard,88,79.2,Arsenal,Excellent,Excellent,Excellent,Good,Average,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Average,Average,Average,Good,Excellent,Good,Average,Poor,Good,Good,Poor,Good,Excellent,Good,Good,Average,Poor,Average,Poor,88,90,65,73
Conor Gallagher,88,79.2,Chelsea,Good,Average,Average,Good,Good,Good,Excellent,Average,Average,Average,Excellent,Average,Good,Average,Average,Average,Good,Excellent,Good,Good,Good,Good,Good,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Good,Good,Average,Average,Average,Average,Good,Good,Average,Excellent,Excellent,Good,Good,Excellent,75,73,77,92
Ryan Gravenberch,87,79.2,Liverpool,Excellent,Excellent,Good,Good,Average,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Average,Average,Average,Good,Good,Good,Good,Good,Good,Good,Excellent,Average,Excellent,Good,Good,Excellent,Good,Good,Good,Average,Good,Good,Average,Good,Good,Good,Good,Good,Average,Good,Average,78,82,73,83
Ross Barkley,88,78.8,Luton Town,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Good,Average,Average,Average,Average,Average,Good,Average,,Excellent,Excellent,Good,Good,Good,Good,,Good,Average,Good,Good,Good,Good,Good,Excellent,Good,88,87,73,67
Michael Olise,88,78.8,Bayern Munich,Good,Excellent,Good,Good,Average,Average,Excellent,Average,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Good,Good,Good,Good,Average,Average,Average,Average,Average,Average,Average,Average,Average,Good,Average,Average,Excellent,Excellent,Excellent,Good,Average,Good,Average,Average,92,82,75,67
Douglas Luiz,88,78.8,Aston Villa,Good,Excellent,Good,Excellent,Good,Good,Good,Average,Excellent,Excellent,Good,Good,Good,Good,Good,Average,Good,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Average,Average,Average,Good,Average,Good,Average,Good,Good,Excellent,Good,Good,Good,Good,Average,Average,Average,Good,Average,Good,Average,Good,Good,Good,85,85,72,73
Morgan Gibbs-White,88,78.8,Nottingham Forest,Good,Good,Excellent,Good,Good,Good,Good,Average,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Average,Average,Average,Good,Good,Average,Average,Average,Good,Average,Average,Average,Good,Average,Excellent,Good,Good,Good,Good,85,85,73,72
Rodrigo Bentancur,88,78.8,Tottenham Hotspur,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Average,Average,Average,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Good,Average,Average,Average,Good,Good,Good,Good,Good,73,87,73,82
Joel Matip,83,78.8,Liverpool,Good,Excellent,Good,Good,Average,Good,Average,Excellent,Average,Good,Average,Good,Good,Average,Average,Average,Average,Average,Average,Average,Excellent,Average,Good,Average,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Average,Good,Good,Good,Good,Excellent,Good,Average,68,75,83,88
Dominic Solanke,87,78.8,Bournemouth,Good,Good,Good,Average,Good,Good,Good,Good,Good,Average,Excellent,Good,Good,Average,Good,Good,Excellent,Good,Good,Average,Good,Good,Average,Average,Good,Good,Excellent,Good,Good,Average,Average,Average,Good,Good,Good,Good,Excellent,Good,Excellent,Excellent,Good,Average,Good,Good,Good,Excellent,Excellent,Average,77,77,85,77
Ezri Konsa,87,78.3,Aston Villa,Good,Good,Average,Average,Good,Good,Good,Excellent,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Good,Average,Excellent,Good,Good,Excellent,Good,Excellent,60,72,87,95
Raheem Sterling,87,78.3,Chelsea,Good,Average,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Average,Good,Good,Average,Average,Average,Good,Good,Good,Good,Average,Average,Average,Good,Excellent,Excellent,Excellent,Good,Good,Good,Average,Good,82,80,78,73
Christian Eriksen,86,78.3,Manchester United,Excellent,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Average,Good,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Average,Average,Average,Average,Average,Average,Average,Excellent,Excellent,Good,Good,Average,Good,Average,Average,Average,Good,Average,Excellent,Average,Average,Average,Average,87,88,67,72
Mason Mount,87,78.3,Manchester United,Good,Good,Good,Good,Average,Good,Good,Good,Good,Good,Excellent,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Average,Average,Average,Average,Good,Good,Good,Good,Average,Average,Good,Average,80,78,68,87
Taiwo Awoniyi,87,77.9,Nottingham Forest,Good,Good,Good,Average,Average,Good,Good,Good,Good,Average,Good,Good,Average,Average,Good,Good,Excellent,Good,Good,Average,Average,Average,Average,Average,Good,Good,Good,Good,Excellent,Average,Average,Good,Good,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Good,Good,Excellent,Excellent,Average,72,73,85,82
Mathias Jensen,87,77.9,Brentford,Excellent,Good,Good,Excellent,Good,Good,Good,Good,Average,Excellent,Good,Average,Good,Average,Average,Average,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Excellent,Good,Average,Average,Average,Average,Average,Average,Average,Good,Average,Average,Average,Average,83,82,62,85
Alexis Mac Allister,89,77.9,Liverpool,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Average,Average,Average,Excellent,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Average,Good,Good,Good,Average,Average,Excellent,Excellent,Good,Good,Average,Average,Average,Average,Average,Average,Average,Good,Average,Average,Good,Average,83,87,63,78
Willy Boly,86,77.9,Nottingham Forest,Good,Good,Average,Average,Excellent,Excellent,Good,Average,Average,Average,Average,Good,Average,Average,Average,Average,Good,Average,Average,Average,Average,Average,Average,Average,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Average,Good,Good,Excellent,Excellent,Good,Average,63,72,85,92
Leander Dendoncker,86,77.9,Aston Villa,Good,Good,Good,Good,Average,Good,Good,Excellent,Average,Good,Good,Good,Good,Average,Average,Average,Average,Average,Average,Average,Good,Average,Good,Average,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Good,Good,Excellent,Good,Excellent,Excellent,Average,Average,Average,Good,Good,Excellent,Good,Average,67,77,80,88
Kaoru Mitoma,88,77.5,Brighton,Good,Excellent,Good,Good,Average,Average,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Good,Good,Average,Average,Average,Average,Good,Good,Good,Good,Average,Good,Average,Average,Excellent,Excellent,Excellent,Good,Average,Average,Average,Average,83,80,73,73
Son Heung-min,90,77.5,Tottenham Hotspur,Good,Good,Good,Average,Good,Good,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Good,Average,Good,Good,Good,Excellent,Average,Good,Average,Average,Average,Poor,Poor,Average,Excellent,Good,Good,Average,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Average,Average,Average,Average,87,82,77,65
Emiliano Martinez,92,77.5,Aston Villa,Excellent,Good,Average,Average,Good,Excellent,Excellent,Good,Average,Good,Average,Average,Poor,Poor,Poor,Poor,Average,Average,Average,Average,Good,Average,Good,Average,Excellent,Good,Average,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Average,Good,Average,Excellent,Excellent,Excellent,Average,Excellent,58,75,85,92
Kalvin Phillips,87,77.5,West Ham United,Average,Good,Good,Good,Average,Good,Good,Poor,Good,Excellent,Good,Average,Good,Good,Good,Average,Average,Good,Average,Average,Good,Good,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Average,Good,Excellent,Good,Average,Average,Good,Excellent,Good,Good,Good,Average,Average,Average,Good,Excellent,Excellent,Excellent,Average,73,75,80,82
Bruno Guimaraes,92,77.5,Newcastle United,Good,Good,Good,Good,Good,Good,Excellent,Average,Excellent,Excellent,Good,Good,Excellent,Excellent,Good,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Average,Good,Good,Good,Average,Good,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,87,85,60,78
David Raya,89,77.5,Arsenal,Good,Excellent,Good,Good,Good,Good,Good,Good,Average,Excellent,Good,Good,Average,Good,Average,Average,Average,Average,Average,Average,Good,Good,Excellent,Good,Good,Good,Good,Good,Excellent,Excellent,Average,Average,Good,Good,Good,Good,Excellent,Excellent,Average,Good,Average,Good,Average,Excellent,Good,Good,Average,Good,70,82,78,80
Marcus Rashford,88,77.1,Manchester United,Average,Good,Good,Average,Average,Average,Good,Average,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Average,Average,Average,Average,Good,Average,Average,Average,Average,Good,Good,Good,Average,Good,Good,Average,Good,Excellent,Good,Excellent,Good,Average,Good,Good,Good,87,75,80,67
Jordan Ayew,85,77.1,Crystal Palace,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Good,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Average,Average,Average,Good,Good,Good,Average,Average,Good,Good,Good,Good,Good,Good,Good,Average,Average,Excellent,Average,80,82,75,72
Matty Cash,87,77.1,Aston Villa,Good,Average,Average,Average,Average,Excellent,Good,Good,Good,Average,Good,Good,Excellent,Average,Average,Good,Good,Good,Average,Average,Good,Good,Good,Average,Excellent,Good,Excellent,Excellent,Excellent,Good,Average,Good,Good,Good,Good,Good,Average,Average,Average,Average,Excellent,Good,Excellent,Good,Excellent,Good,Average,Good,75,72,77,85
Pau Torres,87,77.1,Aston Villa,Excellent,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Excellent,Average,Average,Good,Average,Average,Average,Average,Average,Average,Good,Good,Good,Excellent,Excellent,Good,Average,Average,Excellent,Good,Average,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Average,Average,Average,Good,Good,Average,Good,Excellent,Average,73,83,73,78
Jurrien Timber,87,77.1,Arsenal,Good,Excellent,Excellent,Good,Average,Average,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Average,Average,Good,Average,Good,Good,Good,Good,Average,Good,Good,Average,Average,Average,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Average,Good,78,80,77,73
Jack Grealish,89,76.7,Manchester City,Good,Excellent,Excellent,Good,Average,Good,Good,Good,Excellent,,,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Good,Average,Good,Average,Good,Good,Good,Good,Good,Average,Average,Good,Average,87,72,72,77
Tomas Soucek,89,76.7,West Ham United,Good,Good,Average,Good,Good,Good,Good,Excellent,Average,Average,Good,Average,Average,Average,Poor,Average,Good,Average,Good,Average,Average,Average,Average,Average,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Average,Average,Average,Good,Good,Excellent,Good,Good,62,75,80,90
Nicolas Jackson,87,76.7,Chelsea,Average,Good,Good,Average,Average,Good,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Good,Average,Good,Average,Good,Good,Average,Good,Good,Good,Good,Good,Good,Average,Average,Average,Good,Average,Average,Good,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Average,Good,Good,Good,77,77,82,72
Antonee Robinson,87,76.7,Fulham,Good,Good,Average,Average,Average,Good,Good,Excellent,Average,Average,Excellent,Good,Good,Average,Average,Good,Average,Average,Average,Average,Good,Good,Average,Average,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Average,Good,Excellent,Average,Good,Excellent,Excellent,Good,Excellent,Good,Good,Good,Average,Good,68,73,83,82
Pascal Groß,88,76.7,Brighton,Excellent,Good,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Good,Average,Average,Average,Good,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Average,Good,Good,Excellent,Good,Good,Good,Excellent,Good,Good,Average,Average,Average,Good,Average,Good,Good,Good,75,78,75,78
Chris Wood,87,76.7,Nottingham Forest,Good,Good,Good,Average,Good,Good,Good,Good,Good,Average,Excellent,Average,Average,Good,Average,Average,Excellent,Good,Good,Average,Average,Good,Average,Average,Good,Average,Average,Good,Good,Average,Good,Average,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Average,Good,Good,Good,Good,Excellent,Excellent,Average,68,78,87,73
Pedro Neto,89,76.7,Wolverhampton Wanderers,Good,Good,Good,Good,Average,Average,Excellent,Good,Excellent,,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Good,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Good,Average,Poor,Average,Poor,Good,Good,Good,Average,Poor,Good,Average,Average,Excellent,Excellent,Excellent,Good,Average,Average,Good,Average,88,77,73,68
Takehiro Tomiyasu,87,76.7,Arsenal,Good,Good,Good,Good,Good,Average,Good,Excellent,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Good,Good,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent,Good,Good,Average,Good,Good,Good,Average,Good,Good,Good,Excellent,Average,Excellent,63,73,78,92
Tyler Adams,87,76.7,Bournemouth,Good,Good,Good,Good,Average,Good,Good,Excellent,Average,Good,Good,Good,Good,Average,Average,Average,Average,Average,Average,Average,Good,Average,Good,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Good,Average,Average,Average,Average,Good,Good,Good,Excellent,Good,Good,Average,Average,67,77,72,92
Casemiro,88,76.3,Manchester United,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Good,Average,Average,Good,Good,Good,Good,Good,Good,,Good,Excellent,Good,Good,Average,Excellent,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Average,Average,Average,Average,Good,Good,Good,Good,Average,68,80,72,85
Kurt Zouma,88,76.3,West Ham United,Good,Average,Average,Average,Good,Good,Excellent,Good,Good,Good,Good,Average,Average,Good,Average,Average,Good,Average,Average,Average,Average,Average,Average,Average,Average,Average,Good,Good,Excellent,Excellent,Excellent,Good,Good,Average,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Average,Good,Excellent,Good,Excellent,Good,Average,62,77,85,82
Alisson Becker,92,75.8,Liverpool,Excellent,Excellent,Average,Good,Good,Excellent,Good,Excellent,Average,,Average,Good,Average,Average,Average,Average,Average,Average,Average,Average,Good,Average,Good,Average,Average,Good,Good,Good,Good,Excellent,Average,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Average,Excellent,Good,Excellent,Average,Excellent,Average,Good,Average,Excellent,65,73,82,83
Enzo Fernandez,89,75.8,Chelsea,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Excellent,Average,Average,Average,Good,Average,Average,Average,Average,Good,Good,Average,Good,Average,Average,Average,Average,Good,Good,Average,Good,Average,Average,Average,Average,85,87,65,67
Mohamed Elneny,86,75.8,Arsenal,Good,Good,Good,Good,Excellent,Good,Good,Excellent,Average,Average,Average,Average,Average,Average,Average,Average,Average,Good,Good,Average,Average,Average,Good,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent,Good,Good,Average,Good,Good,Average,Average,Average,Average,Good,Good,Average,Good,65,77,70,92
Alfie Doughty,85,75.8,Luton Town,Good,Good,Good,Average,Average,Good,Good,Good,Good,Good,Excellent,Good,Good,Average,Average,Good,Good,Good,Average,Good,Good,Excellent,Good,Average,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Average,Average,Average,Good,Good,Good,Good,Good,Average,Average,Good,77,77,70,80
James Maddison,88,75.8,Tottenham Hotspur,Good,Good,Excellent,Good,Average,Good,Good,Average,Excellent,Excellent,Good,Good,Good,Good,Good,Average,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Average,Good,Average,Average,Average,Average,Good,Good,Average,Average,Average,Good,Average,Average,Good,Good,Average,Good,Average,Average,Average,Average,87,82,67,68
Curtis Jones,86,75.8,Liverpool,Good,Excellent,Good,Good,Average,Average,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Excellent,Average,Average,Average,Average,Excellent,Average,Good,Excellent,Average,Good,Good,Good,Average,Good,Good,Average,Good,Good,Good,Good,Average,Good,Average,Average,Good,Good,Good,Good,Average,Average,Good,Average,80,78,70,75
Richarlison,87,75.8,Tottenham Hotspur,Good,Good,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Average,Good,Average,Average,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Average,Good,Average,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Average,73,78,75,77
James Ward-Prowse,87,75.4,West Ham United,Excellent,Good,Good,Good,Good,Good,Good,Excellent,Average,Good,Good,Average,Average,Average,Average,Average,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Good,Average,Good,Average,Good,Good,Good,Good,Average,Average,Average,Average,Average,Average,Average,Good,Average,Average,Average,Average,80,80,62,80
Matt Doherty,86,75.4,Wolverhampton Wanderers,Good,Good,Average,Good,Good,Good,Good,Good,Good,Average,Excellent,Good,Average,Average,Average,Average,Good,Average,Average,Average,Average,Good,Average,Average,Good,Good,Excellent,Excellent,Good,Good,Average,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Good,Good,Good,65,77,78,82
Gabriel Martinelli,88,75.4,Arsenal,Good,Good,Good,Average,Poor,Average,Good,Good,Excellent,Good,Good,Good,Excellent,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Average,Good,Good,Good,Good,Average,Average,Average,Average,Average,Good,Good,Average,Good,Average,Good,Average,Average,Excellent,Excellent,Excellent,Good,Average,Average,Average,Average,83,75,73,70
Kostas Tsimikas,86,75.4,Liverpool,Good,Good,Good,Good,Good,Good,Good,Good,Average,Good,Good,Good,Good,Average,Average,Average,Average,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Average,Good,Average,Good,Good,Good,Good,Good,Average,Average,Average,Average,Excellent,Good,Good,Good,Good,Average,Average,Average,78,77,70,77
